2020
193784.000
F 						 G 					  H 	 Porcent Med. 		Psi

0.424906373023987 	 0.034213401377201 		 98874 		 51.02 		 0.034213401377201
0.449916630983353 	 0.033432271331549 		 85919 		 44.34 		 0.033432271331549
0.408226639032364 	 0.033276051282883 		 84771 		 43.75 		 0.033276051282883
0.434656918048859 	 0.030463989824057 		 95452 		 49.26 		 0.030463989824057
0.454888075590134 	 0.031974174082279 		 79607 		 41.08 		 0.031974174082279
0.429478496313095 	 0.033900953829288 		 92300 		 47.63 		 0.033900953829288
0.461144328117371 	 0.098005518317223 		 85813 		 44.28 		 0.098005518317223
0.432933211326599 	 0.032807372510433 		 89741 		 46.31 		 0.032807372510433
0.491050988435745 	 0.028016453608871 		 84512 		 43.61 		 0.028016453608871
0.440530002117157 	 0.028849657624960 		 89158 		 46.01 		 0.028849657624960
0.442578405141830 	 0.031661719083786 		 86406 		 44.59 		 0.031661719083786
0.447345972061157 	 0.061032127588987 		 97256 		 50.19 		 0.061032127588987
0.464037954807281 	 0.033171903342009 		 86990 		 44.89 		 0.033171903342009
0.447239577770233 	 0.032338701188564 		 85174 		 43.95 		 0.032338701188564
0.478770852088928 	 0.109826587140560 		 81851 		 42.24 		 0.109826587140560
0.463148772716522 	 0.028120607137680 		 85168 		 43.95 		 0.028120607137680
0.450056135654449 	 0.034577928483486 		 94789 		 48.91 		 0.034577928483486
0.407033354043961 	 0.042962037026882 		 89534 		 46.20 		 0.042962037026882
0.439952403306961 	 0.023798363283277 		 88478 		 45.66 		 0.023798363283277
0.419704467058182 	 0.047128051519394 		 93189 		 48.09 		 0.047128051519394
0.413744628429413 	 0.031765870749950 		 90991 		 46.95 		 0.031765870749950
0.445297241210938 	 0.029995312914252 		 94017 		 48.52 		 0.029995312914252
0.439022272825241 	 0.029839087277651 		 89432 		 46.15 		 0.029839087277651
0.444457113742828 	 0.035202834755182 		 92883 		 47.93 		 0.035202834755182
0.497154265642166 	 0.026922876015306 		 89211 		 46.04 		 0.026922876015306
0.415942162275314 	 0.031349267810583 		 87186 		 44.99 		 0.031349267810583
0.476887613534927 	 0.029682859778404 		 76382 		 39.42 		 0.029682859778404
0.444127291440964 	 0.029630785807967 		 94538 		 48.79 		 0.029630785807967
0.432245492935181 	 0.037598289549351 		 86891 		 44.84 		 0.037598289549351
0.432082861661911 	 0.024839868769050 		 94133 		 48.58 		 0.024839868769050
0.437123596668243 	 0.051710672676563 		 85567 		 44.16 		 0.051710672676563
0.433638513088226 	 0.075092427432537 		 93834 		 48.42 		 0.075092427432537
0.476674109697342 	 0.029787013307214 		 86424 		 44.60 		 0.029787013307214
0.440103322267532 	 0.029266262426972 		 91338 		 47.13 		 0.029266262426972
0.448545336723328 	 0.027339477092028 		 84008 		 43.35 		 0.027339477092028
0.411720603704453 	 0.033432275056839 		 80376 		 41.48 		 0.033432275056839
0.460277616977692 	 0.030516063794494 		 91819 		 47.38 		 0.030516063794494
0.426450699567795 	 0.025933448225260 		 94616 		 48.83 		 0.025933448225260
0.448547989130020 	 0.027599852532148 		 78856 		 40.69 		 0.027599852532148
0.459794789552689 	 0.058480441570282 		 82043 		 42.34 		 0.058480441570282
0.444852441549301 	 0.028276834636927 		 92341 		 47.65 		 0.028276834636927
0.424589037895203 	 0.031088894233108 		 87509 		 45.16 		 0.031088894233108
0.426807641983032 	 0.031036814674735 		 95240 		 49.15 		 0.031036814674735
0.430369138717651 	 0.056084990501404 		 99492 		 51.34 		 0.056084990501404
0.404792457818985 	 0.071447171270847 		 92724 		 47.85 		 0.071447171270847
0.436644822359085 	 0.033796798437834 		 95499 		 49.28 		 0.033796798437834
0.442198276519775 	 0.029630785807967 		 81478 		 42.05 		 0.029630785807967
0.466446131467819 	 0.032286621630192 		 83056 		 42.86 		 0.032286621630192
0.466469943523407 	 0.028433060273528 		 81510 		 42.06 		 0.028433060273528
0.449218899011612 	 0.031713794916868 		 89441 		 46.15 		 0.031713794916868
0.403586179018021 	 0.038691867142916 		 104533 		 53.94 		 0.038691867142916
0.466502279043198 	 0.034369632601738 		 86183 		 44.47 		 0.034369632601738
0.443562567234039 	 0.026454200968146 		 85448 		 44.09 		 0.026454200968146
0.441451847553253 	 0.047023899853230 		 98926 		 51.05 		 0.047023899853230
0.472388118505478 	 0.028068531304598 		 91468 		 47.20 		 0.028068531304598
0.441168576478958 	 0.031297195702791 		 90056 		 46.47 		 0.031297195702791
0.412294209003448 	 0.025933448225260 		 93595 		 48.30 		 0.025933448225260
0.465011954307556 	 0.032286625355482 		 83012 		 42.84 		 0.032286625355482
0.442918539047241 	 0.033848874270916 		 94120 		 48.57 		 0.033848874270916
0.466596335172653 	 0.030984740704298 		 85039 		 43.88 		 0.030984740704298
0.420809626579285 	 0.051606517285109 		 100335 		 51.78 		 0.051606517285109
0.428068101406097 	 0.032963600009680 		 89249 		 46.06 		 0.032963600009680
0.408089280128479 	 0.034369625151157 		 91633 		 47.29 		 0.034369625151157
0.448033750057220 	 0.028589282184839 		 87589 		 45.20 		 0.028589282184839
0.433102220296860 	 0.024579491466284 		 92294 		 47.63 		 0.024579491466284
0.440239280462265 	 0.030203616246581 		 89576 		 46.22 		 0.030203616246581
0.418214827775955 	 0.054887257516384 		 100643 		 51.94 		 0.054887257516384
0.426883518695831 	 0.036088112741709 		 90326 		 46.61 		 0.036088112741709
0.443656474351883 	 0.028433054685593 		 99219 		 51.20 		 0.028433054685593
0.460865288972855 	 0.027131179347634 		 96820 		 49.96 		 0.027131179347634
